id,macrogroup_id,macrogroup_name,education_level,fgos_code,program_name,institution_name,region,budget_seats,url
1,1,IT и цифровые технологии,ВО,09.03.01,Не указано,Учебное заведение не указано,Казань,15 мест (2025),https://postupi.online/postupika/
2,1,IT и цифровые технологии,ВО,09.03.01,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
3,1,IT и цифровые технологии,ВО,09.03.01,Образование и педагогические науки (бакалавриат),Университете Синергияв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/44.03.05/
4,1,IT и цифровые технологии,ВО,09.03.02,Не указано,Учебное заведение не указано,Казань,25 мест (2025),https://postupi.online/postupika/
5,1,IT и цифровые технологии,ВО,09.03.02,Мехатроника и робототехника,Университете Синергияв РГУ им,Ростов-на-Дону,Есть бюджетные места (2025),https://postupi.online/specialnost/15.03.06/
6,1,IT и цифровые технологии,ВО,09.03.02,Реклама и связи с общественностью,Университете Синергияв МГПУВсе профили,Челябинск,Есть бюджетные места (2025),https://postupi.online/specialnost/42.03.01/
7,1,IT и цифровые технологии,ВО,10.03.01,Не указано,Учебное заведение не указано,Казань,25 мест (2025),https://postupi.online/postupika/
8,1,IT и цифровые технологии,ВО,10.03.01,Мехатроника и робототехника,Университете Синергияв РГУ им,Ростов-на-Дону,Есть бюджетные места (2025),https://postupi.online/specialnost/15.03.06/
9,1,IT и цифровые технологии,ВО,10.03.01,Реклама и связи с общественностью,Университете Синергияв МГПУВсе профили,Челябинск,Есть бюджетные места (2025),https://postupi.online/specialnost/42.03.01/
10,1,IT и цифровые технологии,ВО,01.03.02,Не указано,Учебное заведение не указано,Казань,Нет бюджетных мест (2025),https://postupi.online/postupika/
11,1,IT и цифровые технологии,ВО,01.03.02,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
12,1,IT и цифровые технологии,ВО,01.03.02,Образование и педагогические науки (бакалавриат),Университете Синергияв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/44.03.05/
13,1,IT и цифровые технологии,СПО,09.02.06,Не указано,Настроить по ссузу,Москва,20 мест (2025),https://postupi.online/postupika/
14,1,IT и цифровые технологии,СПО,09.02.06,Архитектура,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
15,1,IT и цифровые технологии,СПО,09.02.06,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,40 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
16,1,IT и цифровые технологии,СПО,09.02.06,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
17,1,IT и цифровые технологии,СПО,09.02.06,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
18,1,IT и цифровые технологии,СПО,09.02.06,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,35 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
19,1,IT и цифровые технологии,СПО,09.02.06,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
20,1,IT и цифровые технологии,СПО,09.02.06,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
21,1,IT и цифровые технологии,СПО,09.02.06,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж МТИВсе профили,Самара,35 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
22,1,IT и цифровые технологии,СПО,09.02.06,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,25 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
23,1,IT и цифровые технологии,СПО,09.02.06,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
24,1,IT и цифровые технологии,СПО,09.02.06,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
25,1,IT и цифровые технологии,СПО,09.02.06,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
26,1,IT и цифровые технологии,СПО,09.02.06,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
27,1,IT и цифровые технологии,СПО,09.02.06,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
28,1,IT и цифровые технологии,СПО,09.02.06,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
29,1,IT и цифровые технологии,СПО,09.02.06,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
30,1,IT и цифровые технологии,СПО,09.02.07,Не указано,Настроить по ссузу,Москва,30 мест (2025),https://postupi.online/postupika/
31,1,IT и цифровые технологии,СПО,09.02.07,Архитектура,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
32,1,IT и цифровые технологии,СПО,09.02.07,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
33,1,IT и цифровые технологии,СПО,09.02.07,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
34,1,IT и цифровые технологии,СПО,09.02.07,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
35,1,IT и цифровые технологии,СПО,09.02.07,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,25 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
36,1,IT и цифровые технологии,СПО,09.02.07,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
37,1,IT и цифровые технологии,СПО,09.02.07,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
38,1,IT и цифровые технологии,СПО,09.02.07,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж МТИВсе профили,Самара,25 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
39,1,IT и цифровые технологии,СПО,09.02.07,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,30 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
40,1,IT и цифровые технологии,СПО,09.02.07,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
41,1,IT и цифровые технологии,СПО,09.02.07,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
42,1,IT и цифровые технологии,СПО,09.02.07,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
43,1,IT и цифровые технологии,СПО,09.02.07,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
44,1,IT и цифровые технологии,СПО,09.02.07,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
45,1,IT и цифровые технологии,СПО,09.02.07,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
46,1,IT и цифровые технологии,СПО,09.02.07,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
47,1,IT и цифровые технологии,СПО,10.02.05,Не указано,Настроить по ссузу,Москва,40 мест (2025),https://postupi.online/postupika/
48,1,IT и цифровые технологии,СПО,10.02.05,Архитектура,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,40 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
49,1,IT и цифровые технологии,СПО,10.02.05,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
50,1,IT и цифровые технологии,СПО,10.02.05,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,35 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
51,1,IT и цифровые технологии,СПО,10.02.05,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
52,1,IT и цифровые технологии,СПО,10.02.05,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,30 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
53,1,IT и цифровые технологии,СПО,10.02.05,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
54,1,IT и цифровые технологии,СПО,10.02.05,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
55,1,IT и цифровые технологии,СПО,10.02.05,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж МТИВсе профили,Самара,30 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
56,1,IT и цифровые технологии,СПО,10.02.05,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,30 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
57,1,IT и цифровые технологии,СПО,10.02.05,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
58,1,IT и цифровые технологии,СПО,10.02.05,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
59,1,IT и цифровые технологии,СПО,10.02.05,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
60,1,IT и цифровые технологии,СПО,10.02.05,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
61,1,IT и цифровые технологии,СПО,10.02.05,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
62,1,IT и цифровые технологии,СПО,10.02.05,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,35 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
63,1,IT и цифровые технологии,СПО,10.02.05,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
64,2,Энергетика и электросети,ВО,13.03.01,Не указано,Учебное заведение не указано,Казань,15 мест (2025),https://postupi.online/postupika/
65,2,Энергетика и электросети,ВО,13.03.01,Мехатроника и робототехника,Университете Синергияв РГУ им,Ростов-на-Дону,Есть бюджетные места (2025),https://postupi.online/specialnost/15.03.06/
66,2,Энергетика и электросети,ВО,13.03.01,Реклама и связи с общественностью,Университете Синергияв МГПУВсе профили,Челябинск,Есть бюджетные места (2025),https://postupi.online/specialnost/42.03.01/
67,2,Энергетика и электросети,ВО,13.03.02,Не указано,Учебное заведение не указано,Казань,30 мест (2025),https://postupi.online/postupika/
68,2,Энергетика и электросети,ВО,13.03.02,Мехатроника и робототехника,Университете Синергияв РГУ им,Ростов-на-Дону,Есть бюджетные места (2025),https://postupi.online/specialnost/15.03.06/
69,2,Энергетика и электросети,ВО,13.03.02,Реклама и связи с общественностью,Университете Синергияв МГПУВсе профили,Челябинск,Есть бюджетные места (2025),https://postupi.online/specialnost/42.03.01/
70,2,Энергетика и электросети,ВО,14.03.01,Не указано,Учебное заведение не указано,Казань,10 мест (2025),https://postupi.online/postupika/
71,2,Энергетика и электросети,ВО,14.03.01,Мехатроника и робототехника,Университете Синергияв РГУ им,Ростов-на-Дону,Есть бюджетные места (2025),https://postupi.online/specialnost/15.03.06/
72,2,Энергетика и электросети,ВО,14.03.01,Реклама и связи с общественностью,Университете Синергияв МГПУВсе профили,Челябинск,Есть бюджетные места (2025),https://postupi.online/specialnost/42.03.01/
73,2,Энергетика и электросети,СПО,13.01.10,Не указано,Настроить по ссузу,Москва,15 мест (2025),https://postupi.online/postupika/
74,2,Энергетика и электросети,СПО,13.01.10,Архитектура,2 профиля обученияРекомендованные:в АУГСГиПв Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
75,2,Энергетика и электросети,СПО,13.01.10,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
76,2,Энергетика и электросети,СПО,13.01.10,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
77,2,Энергетика и электросети,СПО,13.01.10,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
78,2,Энергетика и электросети,СПО,13.01.10,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,20 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
79,2,Энергетика и электросети,СПО,13.01.10,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
80,2,Энергетика и электросети,СПО,13.01.10,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
81,2,Энергетика и электросети,СПО,13.01.10,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж Синергия в МосквеВсе профили,Москва,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/38.02.07/
82,2,Энергетика и электросети,СПО,13.01.10,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,15 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
83,2,Энергетика и электросети,СПО,13.01.10,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
84,2,Энергетика и электросети,СПО,13.01.10,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
85,2,Энергетика и электросети,СПО,13.01.10,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
86,2,Энергетика и электросети,СПО,13.01.10,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
87,2,Энергетика и электросети,СПО,13.01.10,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
88,2,Энергетика и электросети,СПО,13.01.10,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
89,2,Энергетика и электросети,СПО,13.01.10,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
90,2,Энергетика и электросети,СПО,13.01.10,Экономика и управление (СПО),Колледж Синергия в Москвев МВЕК МВЕУВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/38.02.08/
91,2,Энергетика и электросети,СПО,13.02.02,Не указано,Настроить по ссузу,Москва,25 мест (2025),https://postupi.online/postupika/
92,2,Энергетика и электросети,СПО,13.02.02,Архитектура,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
93,2,Энергетика и электросети,СПО,13.02.02,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,10 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
94,2,Энергетика и электросети,СПО,13.02.02,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
95,2,Энергетика и электросети,СПО,13.02.02,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
96,2,Энергетика и электросети,СПО,13.02.02,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,30 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
97,2,Энергетика и электросети,СПО,13.02.02,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
98,2,Энергетика и электросети,СПО,13.02.02,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
99,2,Энергетика и электросети,СПО,13.02.02,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж МТИВсе профили,Самара,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/38.02.07/
100,2,Энергетика и электросети,СПО,13.02.02,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,15 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
101,2,Энергетика и электросети,СПО,13.02.02,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
102,2,Энергетика и электросети,СПО,13.02.02,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
103,2,Энергетика и электросети,СПО,13.02.02,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
104,2,Энергетика и электросети,СПО,13.02.02,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
105,2,Энергетика и электросети,СПО,13.02.02,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
106,2,Энергетика и электросети,СПО,13.02.02,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,10 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
107,2,Энергетика и электросети,СПО,13.02.02,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
108,2,Энергетика и электросети,СПО,13.02.07,Не указано,Настроить по ссузу,Москва,25 мест (2025),https://postupi.online/postupika/
109,2,Энергетика и электросети,СПО,13.02.07,Архитектура,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
110,2,Энергетика и электросети,СПО,13.02.07,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,10 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
111,2,Энергетика и электросети,СПО,13.02.07,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
112,2,Энергетика и электросети,СПО,13.02.07,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
113,2,Энергетика и электросети,СПО,13.02.07,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,10 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
114,2,Энергетика и электросети,СПО,13.02.07,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
115,2,Энергетика и электросети,СПО,13.02.07,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
116,2,Энергетика и электросети,СПО,13.02.07,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж МТИВсе профили,Самара,20 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
117,2,Энергетика и электросети,СПО,13.02.07,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,25 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
118,2,Энергетика и электросети,СПО,13.02.07,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
119,2,Энергетика и электросети,СПО,13.02.07,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
120,2,Энергетика и электросети,СПО,13.02.07,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
121,2,Энергетика и электросети,СПО,13.02.07,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
122,2,Энергетика и электросети,СПО,13.02.07,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
123,2,Энергетика и электросети,СПО,13.02.07,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
124,2,Энергетика и электросети,СПО,13.02.07,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
125,3,Строительство и архитектура,ВО,08.03.01,Не указано,Учебное заведение не указано,Казань,Нет бюджетных мест (2025),https://postupi.online/postupika/
126,3,Строительство и архитектура,ВО,08.03.01,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
127,3,Строительство и архитектура,ВО,08.03.01,Образование и педагогические науки (бакалавриат),Университете Синергияв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/44.03.05/
128,3,Строительство и архитектура,ВО,07.03.01,Не указано,Учебное заведение не указано,Казань,15 мест (2025),https://postupi.online/postupika/
129,3,Строительство и архитектура,ВО,07.03.01,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
130,3,Строительство и архитектура,ВО,07.03.01,Образование и педагогические науки (бакалавриат),Университете Синергияв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/44.03.05/
131,3,Строительство и архитектура,ВО,21.03.02,Не указано,Учебное заведение не указано,Казань,Нет бюджетных мест (2025),https://postupi.online/postupika/
132,3,Строительство и архитектура,ВО,21.03.02,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
