id,macrogroup_id,macrogroup_name,education_level,fgos_code,program_name,institution_name,region,budget_seats,url
138,3,Строительство и архитектура,СПО,08.02.01,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
139,3,Строительство и архитектура,СПО,08.02.01,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,25 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
140,3,Строительство и архитектура,СПО,08.02.01,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
141,3,Строительство и архитектура,СПО,08.02.01,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
142,3,Строительство и архитектура,СПО,08.02.01,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж Синергия в МосквеВсе профили,Москва,10 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
143,3,Строительство и архитектура,СПО,08.02.01,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,30 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
144,3,Строительство и архитектура,СПО,08.02.01,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
145,3,Строительство и архитектура,СПО,08.02.01,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
146,3,Строительство и архитектура,СПО,08.02.01,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
147,3,Строительство и архитектура,СПО,08.02.01,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
148,3,Строительство и архитектура,СПО,08.02.01,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
149,3,Строительство и архитектура,СПО,08.02.01,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
150,3,Строительство и архитектура,СПО,08.02.01,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
151,3,Строительство и архитектура,СПО,08.02.01,Экономика и управление (СПО),Колледж Синергия в Москвев МВЕК МВЕУВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/38.02.08/
152,3,Строительство и архитектура,СПО,07.02.01,Не указано,Настроить по ссузу,Москва,15 мест (2025),https://postupi.online/postupika/
153,3,Строительство и архитектура,СПО,07.02.01,Архитектура,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
154,3,Строительство и архитектура,СПО,07.02.01,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
155,3,Строительство и архитектура,СПО,07.02.01,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,10 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
156,3,Строительство и архитектура,СПО,07.02.01,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
157,3,Строительство и архитектура,СПО,07.02.01,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,15 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
158,3,Строительство и архитектура,СПО,07.02.01,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
159,3,Строительство и архитектура,СПО,07.02.01,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
160,3,Строительство и архитектура,СПО,07.02.01,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж МТИВсе профили,Самара,20 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
161,3,Строительство и архитектура,СПО,07.02.01,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,15 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
162,3,Строительство и архитектура,СПО,07.02.01,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
163,3,Строительство и архитектура,СПО,07.02.01,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
164,3,Строительство и архитектура,СПО,07.02.01,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
165,3,Строительство и архитектура,СПО,07.02.01,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
166,3,Строительство и архитектура,СПО,07.02.01,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
167,3,Строительство и архитектура,СПО,07.02.01,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
168,3,Строительство и архитектура,СПО,07.02.01,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
169,3,Строительство и архитектура,СПО,21.02.20,Не указано,Настроить по ссузу,Москва,15 мест (2025),https://postupi.online/postupika/
170,3,Строительство и архитектура,СПО,21.02.20,Архитектура,2 профиля обученияРекомендованные:в АУГСГиПв Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
171,3,Строительство и архитектура,СПО,21.02.20,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
172,3,Строительство и архитектура,СПО,21.02.20,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
173,3,Строительство и архитектура,СПО,21.02.20,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
174,3,Строительство и архитектура,СПО,21.02.20,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,20 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
175,3,Строительство и архитектура,СПО,21.02.20,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
176,3,Строительство и архитектура,СПО,21.02.20,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
177,3,Строительство и архитектура,СПО,21.02.20,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж Синергия в МосквеВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
178,3,Строительство и архитектура,СПО,21.02.20,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,30 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
179,3,Строительство и архитектура,СПО,21.02.20,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
180,3,Строительство и архитектура,СПО,21.02.20,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
181,3,Строительство и архитектура,СПО,21.02.20,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
182,3,Строительство и архитектура,СПО,21.02.20,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
183,3,Строительство и архитектура,СПО,21.02.20,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
184,3,Строительство и архитектура,СПО,21.02.20,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
185,3,Строительство и архитектура,СПО,21.02.20,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
186,3,Строительство и архитектура,СПО,21.02.20,Экономика и управление (СПО),Колледж Синергия в Москвев МВЕК МВЕУВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/38.02.08/
187,4,Машиностроение,ВО,15.03.01,Не указано,Учебное заведение не указано,Казань,20 мест (2025),https://postupi.online/postupika/
188,4,Машиностроение,ВО,15.03.01,Мехатроника и робототехника,Университете Синергияв РГУ им,Ростов-на-Дону,Есть бюджетные места (2025),https://postupi.online/specialnost/15.03.06/
189,4,Машиностроение,ВО,15.03.01,Реклама и связи с общественностью,Университете Синергияв МГПУВсе профили,Челябинск,Есть бюджетные места (2025),https://postupi.online/specialnost/42.03.01/
190,4,Машиностроение,ВО,15.03.04,Не указано,Учебное заведение не указано,Казань,25 мест (2025),https://postupi.online/postupika/
191,4,Машиностроение,ВО,15.03.04,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
192,4,Машиностроение,ВО,15.03.04,Образование и педагогические науки (бакалавриат),Университете Синергияв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/44.03.05/
193,4,Машиностроение,ВО,15.03.06,Не указано,Учебное заведение не указано,Казань,20 мест (2025),https://postupi.online/postupika/
194,4,Машиностроение,ВО,15.03.06,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
195,4,Машиностроение,ВО,15.03.06,Образование и педагогические науки (бакалавриат),Университете Синергияв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/44.03.05/
196,4,Машиностроение,СПО,15.02.09,Не указано,Настроить по ссузу,Москва,30 мест (2025),https://postupi.online/postupika/
197,4,Машиностроение,СПО,15.02.09,Архитектура,2 профиля обученияРекомендованные:в АУГСГиПв Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
198,4,Машиностроение,СПО,15.02.09,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
199,4,Машиностроение,СПО,15.02.09,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
200,4,Машиностроение,СПО,15.02.09,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
201,4,Машиностроение,СПО,15.02.09,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,30 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
202,4,Машиностроение,СПО,15.02.09,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
203,4,Машиностроение,СПО,15.02.09,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
204,4,Машиностроение,СПО,15.02.09,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж Синергия в МосквеВсе профили,Москва,25 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
205,4,Машиностроение,СПО,15.02.09,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,25 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
206,4,Машиностроение,СПО,15.02.09,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
207,4,Машиностроение,СПО,15.02.09,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
208,4,Машиностроение,СПО,15.02.09,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
209,4,Машиностроение,СПО,15.02.09,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
210,4,Машиностроение,СПО,15.02.09,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
211,4,Машиностроение,СПО,15.02.09,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
212,4,Машиностроение,СПО,15.02.09,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/09.02.08/
213,4,Машиностроение,СПО,15.02.09,Экономика и управление (СПО),Колледж Синергия в Москвев МВЕК МВЕУВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/38.02.08/
214,4,Машиностроение,СПО,15.02.10,Не указано,Настроить по ссузу,Москва,25 мест (2025),https://postupi.online/postupika/
215,4,Машиностроение,СПО,15.02.10,Архитектура,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
216,4,Машиностроение,СПО,15.02.10,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/09.02.06/
217,4,Машиностроение,СПО,15.02.10,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
218,4,Машиностроение,СПО,15.02.10,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
219,4,Машиностроение,СПО,15.02.10,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,15 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
220,4,Машиностроение,СПО,15.02.10,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
221,4,Машиностроение,СПО,15.02.10,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
222,4,Машиностроение,СПО,15.02.10,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж МТИВсе профили,Самара,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/38.02.07/
223,4,Машиностроение,СПО,15.02.10,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,30 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
224,4,Машиностроение,СПО,15.02.10,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
225,4,Машиностроение,СПО,15.02.10,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
226,4,Машиностроение,СПО,15.02.10,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
227,4,Машиностроение,СПО,15.02.10,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
228,4,Машиностроение,СПО,15.02.10,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
229,4,Машиностроение,СПО,15.02.10,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
230,4,Машиностроение,СПО,15.02.10,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/09.02.08/
231,4,Машиностроение,СПО,15.02.16,Не указано,Настроить по ссузу,Москва,10 мест (2025),https://postupi.online/postupika/
232,4,Машиностроение,СПО,15.02.16,Архитектура,2 профиля обученияРекомендованные:в АУГСГиПв 26 кадр колледжВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
233,4,Машиностроение,СПО,15.02.16,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в Открытый колледжв АУГСГиПВсе профили,Казань,20 мест (2025),https://postupi.online/specialnost-spo/09.02.06/
234,4,Машиностроение,СПО,15.02.16,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/15.02.10/
235,4,Машиностроение,СПО,15.02.16,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
236,4,Машиностроение,СПО,15.02.16,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,25 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
237,4,Машиностроение,СПО,15.02.16,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
238,4,Машиностроение,СПО,15.02.16,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
239,4,Машиностроение,СПО,15.02.16,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Колледж Синергия в Москвев Колледж РосНОУВсе профили,Москва,10 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
240,4,Машиностроение,СПО,15.02.16,Средства массовой информации и информационно-библиотечное дело (СПО),Открытый колледжв Колледж,Москва,20 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
241,4,Машиностроение,СПО,15.02.16,Образование и педагогические науки (СПО),2 профиля обученияРекомендованные:в Открытый колледжв Колледж РосНОУВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/44.02.05/
242,4,Машиностроение,СПО,15.02.16,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/08.02.04/
243,4,Машиностроение,СПО,15.02.16,Клиническая медицина (СПО),1 профиль обученияРекомендованные:в Реавиз колледж Самарав Реавиз колледж МоскваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/31.02.05/
244,4,Машиностроение,СПО,15.02.16,Культуроведение и социокультурные проекты (СПО),Открытый колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/51.02.01/
245,4,Машиностроение,СПО,15.02.16,Сценические искусства и литературное творчество (СПО),4 профиля обученияРекомендованные:в АУГСГиПв Колледж Синергия в МосквеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/52.02.04/
246,4,Машиностроение,СПО,15.02.16,Техника и технологии строительства (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжв АУГСГиПВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/08.02.14/
247,4,Машиностроение,СПО,15.02.16,Информатика и вычислительная техника (СПО),1 профиль обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/09.02.08/
248,4,Машиностроение,СПО,15.02.16,Экономика и управление (СПО),Колледж Синергия в Москвев Колледж МТИВсе профили,Москва,15 мест (2025),https://postupi.online/specialnost-spo/38.02.08/
249,5,Транспорт и БПЛА,ВО,23.03.01,Не указано,Учебное заведение не указано,Казань,15 мест (2025),https://postupi.online/postupika/
250,5,Транспорт и БПЛА,ВО,23.03.01,Экономика и управление (бакалавриат),РАНХиГСв Финансовом университетеВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
251,5,Транспорт и БПЛА,ВО,23.03.01,Образование и педагогические науки (бакалавриат),Университете Синергияв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/44.03.05/
252,5,Транспорт и БПЛА,ВО,23.03.03,Не указано,Учебное заведение не указано,Казань,20 мест (2025),https://postupi.online/postupika/
253,5,Транспорт и БПЛА,ВО,23.03.03,Мехатроника и робототехника,Университете Синергияв РГУ им,Ростов-на-Дону,Есть бюджетные места (2025),https://postupi.online/specialnost/15.03.06/
254,5,Транспорт и БПЛА,ВО,23.03.03,Реклама и связи с общественностью,Университете Синергияв МГПУВсе профили,Челябинск,Есть бюджетные места (2025),https://postupi.online/specialnost/42.03.01/
255,5,Транспорт и БПЛА,ВО,25.03.01,Не указано,Учебное заведение не указано,Казань,25 мест (2025),https://postupi.online/postupika/
256,5,Транспорт и БПЛА,ВО,25.03.01,Информатика и вычислительная техника,122 профиля обученияРекомендованные:в Университете МИСИСв РХТУ им. Д.И. МенделееваВсе профили,Ярославль,Есть бюджетные места (2025),https://postupi.online/specialnost/09.03.01/
257,5,Транспорт и БПЛА,ВО,25.03.01,Технологии материалов (бакалавриат),43 профиля обученияРекомендованные:в Университете МИСИСв СФУВсе профили,Красноярск,Есть бюджетные места (2025),https://postupi.online/specialnost/22.03.02/
258,5,Транспорт и БПЛА,ВО,25.03.01,Экономика и управление (бакалавриат),СПбПУв Университете МИСИСВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost/38.03.06/
259,5,Транспорт и БПЛА,ВО,25.03.01,Сервис и туризм (бакалавриат),СПбПУв Университете СинергияВсе профили,Санкт-Петербург,Есть бюджетные места (2025),https://postupi.online/specialnost/43.03.02/
260,5,Транспорт и БПЛА,СПО,23.02.07,Не указано,Настроить по ссузу,Москва,30 мест (2025),https://postupi.online/postupika/
261,5,Транспорт и БПЛА,СПО,23.02.07,Архитектура,2 профиля обученияРекомендованные:в АУГСГиПв Колледж ИХТИ УГНТУ в г. СтерлитамакеВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/07.02.01/
262,5,Транспорт и БПЛА,СПО,23.02.07,Сетевое и системное администрирование,3 профиля обученияРекомендованные:в АУГСГиПв Колледж Президентской академии (КМПО РАНХиГС)Все профили,Москва,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/09.02.06/
263,5,Транспорт и БПЛА,СПО,23.02.07,Мехатроника и мобильная робототехника,3 профиля обученияРекомендованные:в Колледж Синергия в МосквеВсе профили,Москва,Нет бюджетных мест (2025),https://postupi.online/specialnost-spo/15.02.10/
264,5,Транспорт и БПЛА,СПО,23.02.07,Химические технологии (СПО),1 профиль обученияРекомендованные:в 26 кадр колледжВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/18.02.13/
265,5,Транспорт и БПЛА,СПО,23.02.07,Организация перевозок и управление на транспорте,Колледж ГУМРФ им,Москва,15 мест (2025),https://postupi.online/specialnost-spo/23.02.01/
266,5,Транспорт и БПЛА,СПО,23.02.07,Техника и технологии кораблестроения и водного транспорта (СПО),1 профиль обученияРекомендованные:в Колледж ГУМРФ им. адмирала С.О. МакароваВсе профили,Москва,Есть бюджетные места (2025),https://postupi.online/specialnost-spo/26.02.03/
267,5,Транспорт и БПЛА,СПО,23.02.07,Лечебное дело,2 профиля обученияРекомендованные:в Колледж Синергия в Москвев АУГСГиПВсе профили,Москва,20 мест (2025),https://postupi.online/specialnost-spo/31.02.01/
268,5,Транспорт и БПЛА,СПО,23.02.07,Экономика и управление (СПО),3 профиля обученияРекомендованные:в Открытый колледжв Колледж Синергия в МосквеВсе профили,Москва,30 мест (2025),https://postupi.online/specialnost-spo/38.02.07/
269,5,Транспорт и БПЛА,СПО,23.02.07,Средства массовой информации и информационно-библиотечное дело (СПО),Колледж,Москва,15 мест (2025),https://postupi.online/specialnost-spo/42.02.01/
